gene	gene length
CAMK1D	1158
CAMK2G	1671
CASP7	1167
CC2D2B	1206
CCAR1	3453
CFAP58	2619
CCDC172	777
CCDC3	813
CCDC6	1425
CCNJ	1152
CCNY	1026
CCNYL2	0
CDC123	1011
CDH23	10065
CDHR1	2580
CDK1	894
CDNF	564
CELF2	1566
CELF2-AS1	0
CEP55	1395
CH25H	819
CHAT	2247
CHCHD1	357
CHST15	1686
CHST3	1440
CHUK	2238
CISD1	327
CLRN3	681
CNNM1	2856
CNNM2	2628
COL13A1	2154
COL17A1	4494
COMMD3	588
COMMD3-BMI1	1410
COMTD1	789
COX15	1233
CPEB3	2097
CPN1	1377
CPXM2	2271
CREM	903
CRTAC1	1986
CSB-PGBD3	3186
CSGALNACT2	1629
CSTF2T	1851
CTBP2	2958
CTNNA3	2688
CUBN	10872
CUEDC2	864
CUL2	2295
CUTC	822
CUZD1	1824
CWF19L1	1617
CXCL12	423
CYP17A1	1527
CYP26A1	1494
CYP26C1	1569
CYP2C18	1473
CYP2C19	1473
CYP2C8	1473
CYP2C9	1473
CYP2E1	1482
DCLRE1A	3123
DCLRE1C	2079
DDIT4	699
DDX21	2352
DDX50	2214
DHTKD1	2760
DHX32	2232
DIP2C	4671
DKK1	801
DLG5	5760
DMBT1	7242
DNA2	3183
DNAJB12	1230
DNAJC1	1665
DNAJC12	597
DNAJC9	783
DNAJC9-AS1	0
DNMBP	4734
DNTT	1530
DOCK1	5598
DPCD	612
DPYSL4	1719
DRGX	792
DUPD1	663
DUSP13	876
DUSP5	1155
DYDC1	534
DYDC2	576
EBF3	1656
EBLN1	1101
ECD	2034
ECHDC3	912
ECHS1	873
EGR2	1431
EIF3A	4149
EIF4EBP2	363
EIF5AL1	465
ELOVL3	813
EMX2	759
ENKUR	771
ENO4	1878
ENTPD1	1569
ENTPD7	1815
EPC1	2511
ERCC6	4482
ERLIN1	1047
EXOC6	2415
EXOSC1	588
FAM107B	921
FAM13C	1758
FAM149B1	1749
FAM160B1	2298
FAM170B	852
FAM171A1	2673
FAM175B	1248
FAM178A	3561
FAM188A	1338
CCSER2	3144
FAM196A	1440
FAM204A	702
FAM208B	7293
FAM213A	690
FAM21A	4026
FAM21C	3963
FAM21D	927
NUTM2B	2637
NUTM2D	2421
NUTM2E	2637
FAM24A	318
FAM24B	285
FAM25A	270
FAM25E	528
FAM35A	2508
FAM45A	1074
FAM53B	1269
FANK1	1038
FAS	1008
FBXL15	903
FBXO18	3285
FBXW4	1239
FFAR4	1134
FGF8	735
FGFBP3	777
FGFR2	2469
FOXI2	957
FRA10AC1	948
FRAT1	840
FRAT2	702
FRG2B	837
FRMD4A	3120
FRMPD2	3930
FUOM	465
FUT11	1479
FXYD4	270
FZD8	2085
GAD2	1758
GATA3	1335
GBF1	5580
GDF10	1437
GDF2	1290
GDI2	1338
GFRA1	1398
GHITM	1038
GJD4	1113
GLRX3	1008
GLUD1	1677
GOLGA7B	504
GOT1	1242
GPAM	2487
GPR123	1683
GPR158	3648
GPR26	1014
GPRIN2	1377
GRID1	3030
GRK5	1773
GSTO1	726
GSTO2	732
GTPBP4	1905
H2AFY2	1119
HABP2	1683
HECTD2	2331
HELLS	2517
HERC4	3174
HHEX	813
HIF1AN	1050
HK1	2766
HKDC1	2754
HMX2	822
HMX3	1074
HNRNPF	1248
HNRNPH3	1041
HOGA1	984
HPS1	2103
HPS6	2328
HPSE2	1779
HSPA12A	2028
HSPA14	1530
HTR7	1440
HTRA1	1443
IDE	3060
IDI1	855
IDI2	684
IFIT1	1437
IFIT1B	1425
IFIT2	1419
IFIT3	1473
IFIT5	1449
IKZF5	1260
IL15RA	1062
IL2RA	819
INA	1500
INPP5A	1239
INPP5F	3399
IPMK	1251
ITGA8	3192
ITGB1	2406
ITIH2	2841
ITIH5	2829
ITPRIP	1644
JAKMIP3	2535
JMJD1C	7623
KAT6B	6222
KAZALD1	915
KCNIP2	858
KCNK18	1155
KCNMA1	3711
KIAA1217	5832
KIAA1279	1866
KIAA1462	4080
KIAA1598	1896
KIF11	3171
KIF20B	5343
KIF5B	2892
KIN	1182
KLF6	852
KLLN	537
KNDC1	5250
LARP4B	2217
LBX1	846
LCOR	1302
LDB1	1236
LDB3	2199
LGI1	1674
LHPP	813
LINC00619	0
LIPA	1200
LIPF	1227
LIPJ	1101
LIPK	1200
LIPM	1272
LIPN	1197
LOC100130539	393
LOC729020	687
LOXL4	2271
LRIT1	1872
LRIT2	1653
LRRC18	786
LRRC20	555
LRRC27	1593
LRRTM3	1746
LYZL1	585
LYZL2	585
LZTS2	2010
MAP3K8	1404
MAPK8	1284
MARCH5	837
MARCH8	876
MARVELD1	522
MASTL	2640
MAT1A	1188
MBL2	747
MCM10	2628
MCMBP	1929
MCU	1056
MEIG1	267
METTL10	876
MGEA5	2751
MGMT	717
MICU1	1437
MINPP1	1464
MKI67	9771
MKX	1059
MLLT10	3207
MMP21	1710
MMRN2	2850
MMS19	3093
MORN4	441
MPP7	1731
MRC1	4371
MRPL43	708
MRPS16	414
MSMB	345
MSRB2	549
MSS51	1383
MTG1	1005
MTPAP	1749
MTRNR2L5	75
MTRNR2L7	75
MXI1	888
MYO3A	4851
MYOF	6186
MYOZ1	900
MYPN	3963
NAMPTP1	1419
NANOS1	879
NCOA4	1953
NDST2	2652
NDUFB8	561
NEBL	3045
NET1	1791
NEURL1	1725
NEUROG3	645
NFKB2	2703
NHLRC2	2181
NKX1-2	933
NKX2-3	1095
NKX6-2	834
NMT2	1497
NOC3L	2403
NODAL	1044
NOLC1	2100
NPFFR1	1293
NPM3	537
NPS	270
NRAP	5196
NRBF2	864
NRG3	2091
NRP1	2772
NSMCE4A	1158
NSUN6	1410
NT5C2	1686
NUDT13	1059
NUDT5	660
NUTM2A	2637
OAT	1320
OBFC1	1107
OGDHL	3033
OIT3	1638
OLAH	957
OPALIN	426
OPN4	1470
OPTN	1734
OR13A1	987
OTUD1	1446
P4HA1	1605
PALD1	2571
PANK1	1797
PAOX	1536
PAPSS2	1860
PARD3	4071
PARG	2931
PAX2	1299
PBLD	867
PCBD1	315
PCDH15	5889
PCGF5	771
PCGF6	1053
PDCD11	5616
PDCD4	1410
PDE6C	2577
PDLIM1	990
PDSS1	1248
PDZD7	3102
PDZD8	3465
PFKFB3	1563
PFKP	2355
PGAM1	765
PGBD3	1782
PHYH	1017
PHYHIPL	1131
PI4K2A	1440
PIK3AP1	2418
PIP4K2A	1221
PITRM1	3117
PITX3	909
PKD2L1	2418
PLA2G12B	588
PLAC9	294
PLAU	1296
PLCE1	6909
PLEKHA1	1215
PLEKHS1	1398
PLXDC2	1590
PNLIP	1398
PNLIPRP1	1404
PNLIPRP2	1412
PNLIPRP3	1404
POLL	1728
POLR3A	4173
PPA1	870
PPAPDC1A	816
PPIF	624
PPP1R3C	954
PPP2R2D	1264
PPP3CB	1578
PPRC1	4995
NPY4R	1128
PRAP1	456
PRDX3	771
PRF1	1668
PRKCQ	2121
PRKG1	2061
PRLHR	1113
PROSER2	1308
PRPF18	1029
PRTFDC1	678
PSAP	1584
PSD	3075
PSTK	1047
PTCHD3	2304
PTEN	1212
PTER	1050
PTF1A	987
HACD1	867
PTPRE	2103
PWWP2B	1773
PYROXD2	1746
R3HCC1L	2379
RAB11FIP2	1539
RAB18	708
RASGEF1A	1446
RASSF4	966
RBM17	1206
RBM20	3684
RBP3	3744
RBP4	606
REEP3	768
RET	3345
RGR	888
RGS10	546
RHOBTB1	2091
RNLS	1029
RPP30	969
RPP38	852
RPS24	870
RRP12	3894
RSU1	834
RTKN2	1830
RUFY2	1926
SAMD8	1248
SAR1A	597
SCD	1080
SEC23IP	3003
SEC24C	3285
SEC31B	3540
SEC61A2	1431
SEMA4G	2532
SEPHS1	1179
SFMBT2	2685
SFR1	738
SFRP5	954
SFTPA1	792
SFTPA2	747
SFTPD	1128
SFXN2	969
SFXN3	978
SFXN4	1014
SGMS1	1242
SGPL1	1707
SH2D4B	1074
SH3PXD2A	3318
SHOC2	1749
SIRT1	2244
SKIDA1	2727
SLC16A12	1551
SLC16A9	1530
SLC18A2	1545
SLC18A3	1599
SLC25A16	999
SLC25A28	1095
SLC29A3	1428
SLC35G1	1098
SLC39A12	2076
SLIT1	4605
SLK	3708
SMC3	3654
SMNDC1	717
SNCG	384
SORBS1	3879
SORCS1	3597
SORCS3	3669
SPAG6	1530
SPOCK2	1275
SPRN	456
SRGN	477
ST8SIA6	1197
STAM	1623
STAMBPL1	1311
STK32C	1461
STOX1	2970
SUFU	1455
SUPV3L1	2361
SUV39H2	1233
SVIL	6645
SYCE1	1056
SYNPO2L	2934
SYT15	1266
TACC2	8847
TACR2	1197
TAF3	2790
TAF5	2403
TBATA	1056
TBC1D12	2328
TCERG1L	1761
TCF7L2	1809
TCTN3	1824
TDRD1	3570
TECTB	990
TET1	6411
TEX36	561
TFAM	741
THNSL1	2232
TIAL1	1179
TIMM23	630
TIMM23B	514
TLL2	3048
TLX1	993
TLX1NB	369
TM9SF3	1770
TMEM180	1554
TMEM254	444
TMEM26	1107
TMEM72	828
TNKS2	3501
TRDMT1	1176
TRIM8	1656
TRUB1	1050
TSPAN14	813
TSPAN15	885
CFAP70	3366
CFAP46	8148
TUBAL3	1341
TUBB8	1335
TUBGCP2	2793
TYSND1	1701
UBE2D1	444
UBTD1	684
UCMA	417
UCN3	486
UNC5B	2838
UPF2	3819
UROS	798
USMG5	177
USP54	5055
USP6NL	2538
UTF1	1026
VAX1	1005
VCL	3405
VDAC2	930
VENTX	777
VIM	1401
VPS26A	984
VSTM4	963
VTI1A	654
VWA2	2268
WAC	1944
WAPAL	3573
WBP1L	1092
WDFY4	9555
WDR37	1485
CFAP43	4998
WNT8B	1056
XPNPEP1	2001
YME1L1	2322
ZCCHC24	726
ZDHHC16	1134
ZDHHC6	1242
ZEB1	3378
ZFAND4	2184
ZFYVE27	1251
ZMIZ1	3204
ZMYND11	1809
ZNF22	675
ZNF239	1377
ZNF248	1740
ZNF25	1371
ZNF32	822
ZNF33A	2436
ZNF33B	2337
ZNF365	1389
ZNF37A	1686
ZNF438	2487
ZNF485	1326
ZNF487	1347
ZNF488	1023
ZNF503	1941
ZNF503-AS2	0
ZNF511	759
ZNF518A	4451
ZRANB1	2127
ZSWIM8	5679
ZWINT	834
AADAT	1278
AASDH	3297
ABCE1	1800
ABCG2	1968
ABLIM2	1938
ACOX3	2103
ACSL1	2097
ADAD1	1731
ADAM29	2463
ADAMTS3	3618
ADD1	2307
ADH1A	1128
ADH1B	1128
ADH1C	1128
ADH4	1143
ADH5	1125
ADH6	1128
ADH7	1185
ADRA2C	1389
AFAP1	2445
AFF1	3657
AFM	1800
AFP	1830
AGA	1041
AGPAT9	1305
ETNPPL	1500
AIMP1	1011
ALB	1830
ALPK1	3735
AMBN	1344
AMTN	630
ANAPC10	591
ANAPC4	2427
ANK2	11874
ANKRD17	7812
ANKRD37	477
ANKRD50	4290
ANP32C	705
ANTXR2	1470
ANXA10	975
ANXA3	972
ANXA5	963
AP1AR	909
APBB2	2280
ARAP2	5115
AREG	759
ARFIP1	1122
ARHGAP10	2361
ARHGAP24	2247
ARHGEF38	2334
ARL9	372
ARSJ	1800
ART3	1170
ASB5	990
ASIC5	1518
ATOH1	1065
ATP10D	4281
ATP5I	210
ATP8A1	3495
BANK1	2358
BBS12	2133
BBS7	2148
BDH2	738
BEND4	1605
BLOC1S4	654
BMP2K	3486
BMP3	1419
BMPR1B	1599
BOD1L1	9156
BST1	957
BTC	537
C1QTNF7	891
C4orf17	1080
C4orf19	945
ZGRF1	6315
C4orf22	753
C4orf26	531
C4orf27	1041
C4orf29	1245
C4orf3	600
C4orf32	399
C4orf33	600
C4orf36	354
PRR27	660
C4orf45	561
C4orf46	342
C4orf47	930
C4orf48	387
C4orf50	2253
C4orf51	609
LINC01587	282
CABS1	1188
CAMK2D	1500
CASP3	834
CASP6	882
CBR4	714
CC2D2A	4863
CCDC109B	1011
CCDC110	2502
PRIMPOL	1683
CCDC149	1590
CCDC158	3342
CCDC96	1668
CCKAR	1287
CCNA2	1299
CCNG2	1035
CCNI	1134
CCRN4L	1296
CD38	903
CDKL2	1482
CDKN2AIP	1743
CDS1	1386
CENPC	2832
CENPE	8106
CEP135	3423
CEP44	1200
CFI	1752
CHIC2	498
CHRNA9	1440
CISD2	408
CLCN3	2601
CLDN22	663
CLDN24	663
CLGN	1833
CLNK	1287
CLOCK	2541
CLRN2	699
CNGA1	2280
CNOT6L	1668
COL25A1	1965
COMMD8	552
COPS4	1221
COQ2	1266
CORIN	3129
COX18	1002
COX7B2	246
CPE	1431
CPEB2	3105
CPLX1	405
CPZ	1959
CRIPAK	1341
CRMP1	2061
CSN1S1	558
CSN2	681
CSN3	549
CTBP1	1323
CTSO	966
CWH43	2100
CXCL1	324
CXCL10	297
CXCL11	285
CXCL13	330
CXCL2	324
CXCL3	324
CXCL5	345
CXCL6	345
CXCL9	378
CXXC4	1104
CYP2U1	1635
CYP4V2	1578
CYTL1	411
DAPP1	843
DCAF16	651
DCAF4L1	1191
DCHS2	8751
DCK	783
DCLK2	2352
DCTD	570
DCUN1D4	879
DDIT4L	582
DDX60	5139
DDX60L	5121
DEFB131	213
DGKQ	2829
DHX15	2388
DKK2	780
DMP1	1542
DNAJB14	1140
DOK7	1515
DRD5	1434
DSPP	3906
DTHD1	2346
EDNRA	1284
EGF	3624
EIF4E	747
ELF2	1746
ELMOD2	882
ELOVL6	798
EMCN	786
ENAM	3429
ENOPH1	786
ENPEP	2874
ENPP6	1323
EPGN	465
EPHA5	3114
EREG	510
ERVMER34-1	1692
ETFDH	1854
EVC	2979
EVC2	3927
EXOC1	2685
EXOSC9	1371
F11	1878
FABP2	399
FAM114A1	1692
FAM13A	3072
FAM149A	1449
FAM160A1	3123
FAM175A	1230
FAM184B	3183
CCSER1	2703
FAM193A	3798
FAM198B	1584
FAM200B	1974
FAM218A	474
FAM47E	1182
FAM47E-STBD1	1056
FAM53A	1197
FAM90A26	1395
FAT1	13767
FAT4	14946
FBXL5	2076
FBXO8	960
FBXW7	2124
FDCSP	258
FGA	2601
FGB	1476
FGF2	867
FGF5	807
FGFBP1	705
FGFBP2	672
FGFR3	2427
FGFRL1	1515
FGG	1362
FHDC1	3432
FIP1L1	1785
FNIP2	3345
FRAS1	12039
FREM3	6420
FRG1	777
FRG2	837
FRYL	9042
FSTL5	2544
G3BP2	1449
GAB1	2175
GABRA2	1356
GABRA4	1665
GABRB1	1425
GABRG1	1398
GAK	3936
GALNT7	1974
GALNTL6	1806
GAR1	654
GBA3	1413
GC	1482
GIMD1	654
GK2	1662
GLRA3	1395
GLRB	1494
GNPDA2	831
GNRHR	987
GPM6A	837
GPR125	3966
GPR78	1092
GPRIN3	2331
GRIA2	2652
GRID2	3024
GRK4	1737
GRPEL1	654
GRSF1	1443
GRXCR1	873
GSTCD	1902
GSX2	915
GUCY1A3	2073
GUCY1B3	1860
GUF1	2010
GYPA	453
GYPB	276
GYPE	237
H2AFZ	387
HADH	996
HAND2	654
HAUS3	1812
HELQ	3306
HELT	984
HERC3	3153
HERC5	3075
HERC6	3069
HGFAC	1968
HHIP	2103
HMGB2	630
HMX1	1047
HNRNPD	1068
HNRNPDL	1263
HOPX	339
HPGD	801
HPGDS	600
HPSE	1632
HS3ST1	924
HSD17B11	903
HSD17B13	903
HSPA4L	2520
HTN1	174
HTN3	156
HTRA3	1362
HTT	9429
IBSP	954
IDUA	1962
IGFBP7	849
IGJ	480
IL15	489
IL2	462
IL21	489
CXCL8	300
ING2	843
INPP4B	2775
INTS12	1389
INTU	2829
IRF2	1050
JAKMIP1	2496
KCNIP4	693
KCTD8	1422
KDR	4071
KIAA0232	4188
KIAA0922	4833
KIAA1109	15018
KIAA1211	3702
NWD2	5229
CFAP97	1599
KIT	2931
KLB	3135
KLF3	1038
KLHL2	1794
KLHL5	2268
KLHL8	1863
KLKB1	1917
LAMTOR3	375
LAP3	1560
LARP1B	2745
LARP7	1770
LCORL	1809
LDB2	1122
LEF1	1200
LETM1	2220
LGI2	1638
LIAS	1119
LIMCH1	3252
LIN54	2250
LNX1	2187
LOC402160	1941
LOC650293	651
LPHN3	4410
LRAT	693
LRBA	8592
LRIT3	2040
LRP2BP	1044
LRPAP1	1074
LRRC66	2643
LSM6	243
LYAR	1140
MAB21L2	1080
MAD2L1	618
MAEA	1191
MAML3	3405
MAN2B2	3030
MANBA	2640
MAP9	1944
MAPK10	1395
MARCH1	870
MED28	537
MEPE	1578
METAP1	1161
METTL14	1371
MFAP3L	1230
MFSD10	1368
MFSD7	1680
MFSD8	1557
MGARP	723
MGST2	444
CENPU	1257
MMAA	1257
MMRN1	3687
MND1	618
MOB1B	666
MRFAP1	384
MRFAP1L1	384
MRPL1	978
MRPS18C	429
MSANTD1	837
MSMO1	882
MSX1	912
MTHFD2L	1044
MTNR1A	1053
MTTP	2685
MUC7	1134
MXD4	630
MYL5	522
MYOZ2	795
N4BP2	5313
NAA11	690
NAA15	2601
NAAA	1080
NAF1	1485
NAP1L5	549
NAT8L	909
NCAPG	3048
NDNF	1707
NDST3	2622
NDST4	2619
NDUFC1	231
NEIL3	1818
NEK1	3861
NEUROG2	819
NFKB1	2910
NFXL1	2736
NIPAL1	1233
NKX1-1	1236
NKX3-2	1002
NKX6-1	1104
NMU	525
NOA1	2097
NOP14	2574
NPFFR2	1569
NPNT	1788
NPY1R	1155
NPY2R	1146
NPY5R	1338
NR3C2	2955
NSG1	558
NSUN7	2157
NUDT6	951
NUDT9	1053
NUP54	1524
OCIAD1	753
OCIAD2	465
ODAM	840
OSTC	516
OTOP1	1839
OTUD4	3150
PABPC4L	1287
PACRGL	747
PAICS	1299
PALLD	3372
PAPSS1	1875
PAQR3	936
PARM1	933
PCDH10	3123
PCDH18	3408
PCDH7	3768
PCGF3	729
PDCL2	726
PDE5A	2628
PDE6B	2565
PDGFC	1038
PDGFRA	3270
PDHA2	1167
PDLIM3	1095
PDLIM5	1878
PDS5A	4014
GATB	1674
PF4	306
PF4V1	315
PGM2	1839
PGRMC2	744
JADE1	2529
PHOX2B	945
PI4K2B	1446
PIGG	2952
PIGY	216
PITX2	975
PKD2	2907
PLA2G12A	570
PLAC8	348
PLK4	2913
PLRG1	1545
POLN	2703
POLR2B	3525
POU4F2	1230
PPA2	1005
PPARGC1A	2397
PPAT	1554
PPBP	387
PPEF2	2262
PPID	1113
PPM1K	1119
PPP2R2C	1344
PPP3CA	1566
PRDM5	1893
PRDM8	2070
PRKG2	2289
PRMT9	2538
PROL1	747
PROM1	2598
PRSS12	2628
PRSS48	987
PSAPL1	1566
PTPN13	7473
PTTG2	576
PYURF	345
QDPR	735
QRFPR	1296
RAB28	666
RAB33B	690
RAP1GDS1	1827
RAPGEF2	4500
RASGEF1B	1422
RASL11B	747
RASSF6	1110
RBM46	1602
RBM47	1782
RBPJ	1503
RCHY1	786
RELL1	816
REST	3294
RFC1	3447
RGS12	4344
RHOH	576
RNF150	1317
RNF175	987
RNF212	894
RNF4	573
RPL34	354
RPL9	579
RPS3A	795
RRH	1014
RUFY3	1863
RWDD4	567
RXFP1	2355
S100P	288
SAP30	663
SCARB2	1437
SCD5	993
SCFD2	2055
SCLT1	2067
SCOC	480
SCRG1	297
SDAD1	2064
SEC24B	3807
SEC24D	3099
SEC31A	3663
SEL1L3	3399
SEPSECS	1506
SEPT11	1290
SETD7	1101
SFRP2	888
SGCB	957
SGMS2	1098
SH3BP2	1857
SH3D19	2373
SH3RF1	2667
SH3TC1	4011
SHISA3	717
SHROOM3	5991
SLAIN2	1746
SLBP	813
SLC10A4	1314
SLC10A6	1134
SLC10A7	1023
SLC25A31	948
SLC25A4	897
SLC26A1	2106
SLC2A9	1623
SLC30A9	1707
SLC34A2	2073
SLC39A8	1383
SLC4A4	3285
SLC7A11	1506
SLC9B1	1548
SLC9B2	1614
SLIT2	4590
SMAD1	1398
SMARCA5	3159
SMARCAD1	3087
SMIM14	300
SMIM20	204
SMR3A	405
SMR3B	240
SNCA	423
SNX25	2523
SOD3	723
SORBS2	3603
SORCS2	3480
SOWAHB	2382
SPARCL1	1995
SPATA18	1617
SPATA4	918
SPATA5	2682
SPCS3	543
SPINK2	405
SPOCK3	1311
SPON2	996
SPP1	984
SPRY1	960
SRD5A3	957
SRP72	2016
STAP1	888
STATH	189
STBD1	1077
STIM2	2265
STK32B	1245
STOX2	2781
STPG2	1380
STX18	1008
SULT1B1	891
SULT1E1	885
SYNPO2	3786
TACC3	2517
TACR3	1398
TADA2B	1263
TAPT1	1704
TBC1D1	3507
TBC1D14	2082
TBC1D19	1581
TBC1D9	3801
TBCK	2682
TDO2	1221
TEC	1896
TECRL	1092
TENM3	8100
TET2	6009
THAP6	669
THAP9	2712
THEGL	1398
TIFA	555
TIGD2	1578
TIGD4	1539
TKTL2	1881
TLL1	3042
TLR1	2361
TLR10	2436
TLR2	2355
TLR3	2715
TLR6	2391
TMA16	612
TMEM128	426
TMEM129	1089
TMEM144	1038
TMEM150C	750
TMEM154	552
TMEM155	393
TMEM156	891
TMEM165	975
TMEM175	1515
TMEM184C	1317
TMEM192	816
TMEM33	744
TMPRSS11A	1266
TMPRSS11B	1251
TMPRSS11D	1257
TMPRSS11E	1272
TMPRSS11F	1317
TNIP2	1290
TNIP3	1131
TRAM1L1	1110
TRAPPC11	3402
TRIM2	2316
TRIM60	1416
TRIM61	630
TRIML1	1407
TRIML2	1164
TRMT10A	1020
TRMT44	2274
TRPC3	2766
TSPAN5	807
TTC29	1428
TXK	1584
UBA6	3159
UBE2D3	450
UBE2K	603
UCHL1	672
UCP1	924
UFSP2	1410
UGDH	1485
UGT2A1	2082
UGT2A2	1611
UGT2A3	1584
UGT2B11	1590
UGT2B15	1593
UGT2B17	1593
UGT2B28	1590
UGT2B4	1587
UGT2B7	1590
UGT8	1626
UNC5C	2796
USO1	2738
USP17L10	1593
USP17L13	1593
USP17L15	1680
USP17L17	1593
USP17L19	1593
USP17L23	551
USP38	3129
USP46	1101
USP53	3222
UTP3	1440
UVSSA	2130
VEGFC	1263
WDFY3	10581
WDR1	1821
WDR17	3969
WDR19	4029
WFS1	2673
WHSC1	4098
NELFA	1620
WWC2	3579
YIPF7	843
YTHDC1	2184
ZAR1	1275
ZBTB49	2298
ZCCHC4	1542
ZFP42	933
ZFYVE28	2664
ZNF141	1425
ZNF330	963
ZNF518B	3225
ZNF595	1943
ZNF718	1437
ZNF721	2772
ZNF732	1755
ZNF827	3234
AARD	468
ABRA	1146
ADAM18	2220
ADAM2	2208
ADAM28	2328
ADAM32	2364
ADAM7	2265
ADAM9	2460
ADAMDEC1	1413
ADCK5	1743
ADCY8	3756
ADHFE1	1404
ADRA1A	1428
ADRB3	1227
AGPAT5	1095
AGPAT6	1371
ANGPT1	1497
ANGPT2	1491
ANK1	5694
ANKRD46	699
ANXA13	1074
AP3M2	1257
ARC	1191
ARFGEF1	5550
ARHGAP39	3345
ARHGEF10	4035
ARMC1	849
ASAH1	1236
ASAP1	3390
ASH2L	1887
ASPH	2277
ATAD2	4173
ATP6V0D2	1053
ATP6V1B2	1536
ATP6V1C1	1149
ATP6V1H	1452
AZIN1	1347
BAALC	438
BAG4	1374
BAI1	4755
BHLHE22	1146
BIN3	762
BLK	1518
BMP1	2961
BNIP3L	660
BOP1	2241
BRF2	1260
FAM167A-AS1	315
C8orf17	300
C8orf22	255
C8orf31	399
C8orf33	690
C8orf34	1617
C8orf37	624
C8orf4	321
TDRP	597
C8orf44	480
C8orf44-SGK3	1491
C8orf46	624
ERICH5	1125
C8orf48	960
C8orf49	693
BAALC-AS2	318
C8orf58	1098
C8orf59	297
C8orf74	885
C8orf76	1143
C8orf82	651
C8orf86	672
C8orf87	306
CA1	786
CA13	789
CA2	783
CA3	783
CA8	873
CALB1	786
CCDC166	1320
CCDC25	627
CCNE2	1215
CDCA2	3072
CDH17	2499
CEBPD	810
CHCHD7	333
CHD7	8994
CHMP4C	702
CHMP7	1362
CHRAC1	396
CHRNA2	1590
CHRNA6	1485
CHRNB3	1377
CLDN23	879
CLN8	861
CLU	1350
CLVS1	1065
CNBD1	1311
CNGB3	2430
CNOT7	858
COL14A1	5391
COL22A1	4881
COLEC10	834
COMMD5	675
COPS5	1005
COX6C	228
CPA6	1314
CPNE3	1614
CPQ	1419
CPSF1	4332
CRH	591
CRISPLD1	1503
CSGALNACT1	1599
CSMD1	10695
CSMD3	11124
CSPP1	3666
CTHRC1	732
CTSB	1020
CYC1	978
CYHR1	1089
CYP11B1	1512
CYP11B2	1512
CYP7A1	1515
CYP7B1	1521
DCAF13	1794
DCAF4L2	1188
DCSTAMP	1413
DCTN6	573
DDHD2	2136
DECR1	1008
DEFA3	285
DEFA4	294
DEFA5	285
DEFA6	303
DEFB1	207
DEFB134	201
DEFB135	234
DEFB136	237
DEFB4A	195
DEFB4B	195
DENND3	3597
DEPTOR	1230
DERL1	756
DGAT1	1467
DKK4	675
DLC1	4587
DLGAP2	2928
DNAJC5B	600
DOCK5	5613
DOK2	1239
DPY19L4	2172
DPYS	1560
DPYSL2	2034
DSCC1	1182
DUSP26	636
DUSP4	1185
E2F5	1041
EBAG9	642
EBF2	1728
EEF1D	1944
EFCAB1	636
EFR3A	2466
EGR3	1164
AGO2	2580
EIF3E	1338
EIF3H	1059
EIF4EBP1	357
ELP3	1644
EMC2	894
ENPP2	2748
ENTPD4	1851
ENY2	306
DMTN	1218
EPHX2	1668
EPPK1	7263
ERI1	1050
ERICH1	1332
ERLIN2	1020
ESCO2	1806
ESRP1	2046
EXOSC4	738
EXT1	2241
EXTL3	2760
EYA1	1779
FABP12	423
FABP4	399
FABP5	408
FABP9	399
FAM110B	1113
FAM135B	4221
FAM150A	390
FAM160B2	2232
FAM167A	645
HGH1	1173
FAM49B	975
FAM83A	1305
FAM83H	3540
FAM84B	933
FAM86B1	891
FAM86B2	993
FAM86B3P	0
FAM91A1	2517
FAM92A1	870
FBXL6	1620
FBXO16	879
FBXO25	1104
FBXO32	1068
FBXO43	2127
FDFT1	1254
FER1L6	5574
FGF17	651
FGF20	636
FGFR1	2562
FGL1	939
FNTA	1140
FOXH1	1098
FSBP	900
FUT10	1440
FZD3	2001
FZD6	2121
GATA4	1329
GDAP1	1077
GDF6	1368
GEM	891
GFRA2	1395
GGH	957
GINS4	672
GLI4	1131
GML	477
GNRH1	291
GOLGA7	414
GOT1L1	1266
GPAA1	1866
GPIHBP1	555
GPR124	4017
GPR20	1077
GPT	1491
GRHL2	1878
GRINA	1116
GSDMC	1527
GSDMD	1455
GSR	1569
GTF2E2	876
HAS2	1659
HEY1	927
HGSNAT	1908
HHLA1	1596
HMBOX1	1263
HNF4G	1338
HOOK3	2157
HR	3570
HRSP12	414
HSF1	1590
HTRA4	1431
IDO1	1212
IDO2	1263
IKBKB	2271
IL7	534
IMPA1	1011
IMPAD1	1080
INTS10	2133
INTS8	2988
INTS9	1977
JPH1	1986
JRK	1707
KAT6A	6015
KBTBD11	1872
KCNB2	2736
KCNQ3	2619
KCNS2	1434
KCNU1	3450
KCNV1	1503
KCTD9	1170
KHDRBS3	1041
SPIDR	2748
KIAA0196	3480
KIAA1429	5439
KIAA1456	1365
KIAA1875	4869
CCAR2	2772
KIF13B	5481
KIFC2	2517
KLF10	1443
KLHL38	1746
LACTB2	867
LAPTM4B	954
LEPROTL1	510
LETM2	1335
LGI3	1647
LOC100127983	354
LOC100130301	486
LONRF1	2322
LOXL2	2325
LPL	1428
LRP12	2580
LRRC14	1482
LRRC24	1542
LRRC6	1401
LRRC69	1044
LRRCC1	3099
LSM1	402
LY6D	387
LY6E	396
LY6H	486
LY6K	498
LY96	483
LYN	1539
LYNX1	396
LYPD2	378
LYPLA1	693
LZTS1	1791
MAF1	771
MAFA	1062
MAK16	903
